Last_Name_Match,First_Name_Match,DCPS_Student_ID_Match,Birthdate_Match,Match_Type,School_Number,School_Name,Grade_Level,Race_Desc,Gender_Code,FRL,Cumulative_GPA,Days_Enrolled,Days_Absent,Referrals,ISSP,OSSP,iReady_Math_BY,iReady_Math_MY,iReady_MAth_EY,iReady_ELA_BY,iReady_ELA_MY,iReady_ELA_EY,Achieve_BY,Achieve_MY,Achieve_EY,Math_Course_1,Math_Grade_1,Math_Course_2,Math_Grade_2,Math_Course_3,Math_Grade_3,Math_Course_4,Math_Grade_4,English_Course_1,English_Grade_1,English_Course_2,English_Grade_2,English_Course_3,English_Grade_3,English_Course_4,English_Grade_4,Science_Course_1,Science_Grade_1,Science_Course_2,Science_Grade_2,Science_Course_3,Science_Grade_3,AFL,After_School,AmeriCorps,BTS,Gear_Up,SEP
Allen,Evening,10000078,11/26/2113,ID,0691,LAKE SHORE MIDDLE SCHOOL,07,Black,F,No,,48,12,0,0,0,Below,Below,Below,,,,,Below,Below,MJ GRADE 7 MATH,A,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 2,C,,,,,MJ COMPRE SCI 2,A,,,,,No,No,No,No,Yes,No
Allen,Jailyn,10000079,12/08/2118,ID,0931,PINEDALE ELEMENTARY SCHOOL,03,Black,F,No,,48,7,1,0,1,Below,Below,Early,Below,Early,Mid,Below,Below,App Read,MATH GRADE 3,A,,,,,,,LANG ARTS GRADE 3,C,,,,,,,SCIENCE GRADE 3,A,,,,,No,Yes,No,No,No,No
Allen,Jamari,10000080,05/08/2115,ID,2441,HIGHLANDS MIDDLE SCHOOL,07,Black,M,No,,48,6,1,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,B,,,,,,,MJ LANG ARTS 2 ADV,A,,,,,,,MJ COMPRE SCI 2 ADV,B,,,,,No,Yes,No,No,Yes,No
Allen,Jamireon,10000081,12/16/2115,ID,2161,JEFFERSON DAVIS MIDDLE SCHOOL,06,Black,M,No,,48,11,0,0,0,Below,Below,,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,B,,,,,,,MJ LANG ARTS 1,A,,,,,,,MJ COMPRE SCI 1,C,,,,,Yes,No,No,No,No,No
Allen,Janiya,10000082,01/21/2114,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,07,Black,F,No,,48,3,1,1,0,Below,Below,Below,,,,Below,Below,App Read,MJ GRADE 7 MATH ADV,C,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 2,B,,,,,MJ COMPRE SCI 2,C,,,,,No,Yes,No,No,Yes,No
Allen,Juan,10000083,11/28/2114,ID,2121,JEAN RIBAULT MIDDLE SCHOOL,07,Black,M,No,,48,2,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 7 MATH,B,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 2,C,,,,,MJ COMPRE SCI 2,C,,,,,No,No,No,No,Yes,No
Allen,Kadence,10000084,07/12/2115,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,07,Black,F,No,,48,2,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH ADV,A,,,,,,,MJ LANG ARTS 2,D,,,,,,,MJ COMPRE SCI 2,C,,,,,No,Yes,No,No,No,No
Allen,Keriyonna,10000085,04/01/2111,ID,1661,CARTER G WOODSON ELEM SCHOOL,02,Black,F,No,,48,4,0,0,0,Below,Early,Mid,Early,Late,Late,,,,MATH GRADE 2,A,,,,,,,LANG ARTS GRADE 2,A,,,,,,,SCIENCE GRADE 2,S,,,,,No,Yes,No,No,No,No
Allen,Lashaw,10000086,05/06/2115,ID,0291,THE BRIDGE,06,Black,M,No,,48,1,2,1,0,Below,Below,Below,Below,Below,Below,Below,Below,Below,MJ GRADE 6 MATH,C,,,,,,,MJ LANG ARTS 1,C,,,,,,,MJ COMPRE SCI 1,C,,,,,No,No,No,Yes,No,No
Allen,Lea'montria,10000087,08/27/2118,ID,0741,LAKE FOREST ELEMENTARY SCHOOL,04,Black,F,No,,48,1,0,0,0,Below,Below,Early,Below,Below,Early,Below,App Read,App Read,MATH GRADE 4,A,,,,,,,LANG ARTS GRADE 4,A,,,,,,,SCIENCE GRADE 4,C,,,,,No,Yes,No,No,No,Yes
Allen,Nijeria,10000088,08/21/2113,ID,2072,J E B STUART MIDDLE SCHOOL,07,Black,F,No,,48,13,1,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 7 MATH,C,,,,,,,MJ LANG ARTS 1,D,MJ LANG ARTS 2,F,,,,,MJ COMPRE SCI 2,D,,,,,No,No,No,No,Yes,No
Allen,Nyle,10000089,04/18/2116,ID,0291,THE BRIDGE,05,Black,M,No,,48,7,0,0,0,Below,Below,Early,Below,Below,Below,Below,Below,Below,MATH GRADE 5,B,,,,,,,LANG ARTS GRADE 5,C,,,,,,,SCIENCE GRADE 5,C,,,,,No,No,No,Yes,No,No
Allen,Shakira,10000090,03/16/2115,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,07,Black,F,No,,48,2,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 7 MATH ADV,A,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 2,B,,,,,MJ COMPRE SCI 2,B,,,,,Yes,Yes,No,No,No,No
Allen,Shedrick,10000091,02/12/2116,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,06,Black,M,No,,48,1,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 6 MATH,B,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 1,A,,,,,MJ COMPRE SCI 1,A,,,,,Yes,Yes,No,No,No,No
Allen,Shedricka,10000092,01/21/2114,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,08,Black,F,No,,48,0,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ LANG ARTS 3,B,,,,,,,MJ COMPRE SCI 3,B,,,,,Yes,Yes,No,No,No,No
Allen,Ta'naya,10000093,08/28/2112,ID,0701,NORTH SHORE ELEMENTARY,KG,Black,F,No,,48,1,0,0,0,Below,Below,Below,Below,Below,Below,,,,MATH GRADE K,N,,,,,,,LANG ARTS GRADE K,S,,,,,,,,,,,,,No,Yes,No,No,No,No
Allen,Taraji,10000094,03/31/2111,ID,2621,ANDREW A ROBINSON ELEMENTARY SCHOOL,02,Black,F,No,,48,6,0,0,0,Below,Below,Mid,Below,Below,Below,,,,MATH GRADE 2,B,,,,,,,LANG ARTS GRADE 2,B,,,,,,,SCIENCE GRADE 2,S,,,,,No,Yes,No,No,No,No
Allen,Terry,10000095,08/14/2115,ID,2161,JEFFERSON DAVIS MIDDLE SCHOOL,06,White,M,No,,48,8,0,0,0,Below,Below,Below,,,,Below,App Read,App Read,MJ GRADE 6 MATH,B,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,C,,,,,MJ COMPRE SCI 1,B,,,,,Yes,No,Yes,No,No,No
Allen,Zion,10000096,05/17/2115,ID,2161,JEFFERSON DAVIS MIDDLE SCHOOL,07,Black,F,No,,48,3,0,0,0,Below,,Early,,,,Below,App Read,App Read,MJ GRADE 7 MATH,C,,,,,,,MJ LANG ARTS 2 ADV,B,,,,,,,MJ COMPRE SCI 2 ADV,C,,,,,No,No,No,No,Yes,No
Almeida,Alan,10000097,06/23/2113,ID,2381,FORT CAROLINE MIDDLE SCHOOL,08,Black,M,No,,48,6,0,0,0,Below,Below,Below,,,,Below,App Read,App Read,MJ GRADE 8 PRE-ALG,D,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 3,A,,,,,MJ COMPRE SCI 3,B,,,,,Yes,No,No,No,No,No
Alphonse,Celena,10000098,11/23/2113,ID,0691,LAKE SHORE MIDDLE SCHOOL,08,Black,F,No,,48,8,0,0,0,,,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,F,,,,,,,MJ INTENS READ (MC),F,MJ LANG ARTS 3,C,,,,,MJ COMPRE SCI 3,C,,,,,No,Yes,No,No,No,No
Alrawi,Fidaa,10000099,01/01/2115,ID,0661,ALFRED I DUPONT MIDDLE SCHOOL,07,White,F,No,,48,9,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 7 MATH,F,,,,,,,MJ DE LA ESOL-READ,A,MJ LANG ARTS 2 ESOL,A,,,,,MJ COMPRE SCI 2,C,,,,,No,No,No,No,Yes,No
Alston,Antonio,10000100,05/16/2113,ID,0691,LAKE SHORE MIDDLE SCHOOL,08,Black,M,No,,48,1,0,0,0,,,,,,,App Read,App Read,App Read,ALG 1 HON,C,,,,,,,MJ LANG ARTS 3 ADV,C,,,,,,,MJ COMPRE SCI 3 ADV,D,,,,,No,Yes,No,No,No,No
Alston,Ashton,10000101,03/27/2112,ID,1161,SADIE T TILLIS ELEMENTARY  SCHOOL,KG,Black,M,No,,48,6,0,0,0,Below,Below,Below,Below,Below,Early,,,,MATH GRADE K,S,,,,,,,LANG ARTS GRADE K,N,,,,,,,,,,,,,No,Yes,No,No,No,No
Alston,Ca'Niya,10000102,11/21/2111,ID,2481,EDWARD H WHITE HIGH SCHOOL,12,Black,F,Yes,3.37,48,7,0,0,0,,,,,,,,,,CALCULUS HON,B,,,,,,,,,,,,,,,PHYS 1 HON,A,,,,,No,No,No,No,No,Yes
Alston,Dejsha,10000103,07/02/2116,ID,2131,ARLINGTON MIDDLE SCHOOL,06,Black,F,No,,48,1,1,0,0,Below,Below,Below,,,,App Read,App Read,Below,MJ GRADE 6 MATH,C,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,A,,,,,Yes,Yes,No,No,No,No
Alston,Kyahnia,10000104,01/25/2115,ID,0691,LAKE SHORE MIDDLE SCHOOL,07,Black,F,No,,48,7,3,0,1,Below,Below,Below,,,,Below,App Read,App Read,MJ GRADE 7 MATH,B,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 2,B,,,,,MJ COMPRE SCI 2,A,,,,,No,Yes,No,No,No,No
Alston-Norris,Brandon,10000105,12/22/2112,ID,0291,THE BRIDGE,08,Black,M,No,,48,11,0,0,0,Below,,Below,,,,,Below,Below,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ LANG ARTS 3,B,,,,,,,MJ COMPRE SCI 3,C,,,,,No,No,No,Yes,No,No
Alvarado,Mario,10000106,03/03/2111,ID,2481,EDWARD H WHITE HIGH SCHOOL,11,Hispanic,M,No,3.62,48,5,0,0,0,,,,,,,App Read,App Read,,ALG 2 HON,A,,,,,,,,,,,,,,,PHYS 1 HON,A,,,,,No,No,No,No,No,Yes
Alvarado,Nexcy,10000107,11/31/2115,ID,2161,JEFFERSON DAVIS MIDDLE SCHOOL,07,Hispanic,F,No,,48,4,4,1,2,Below,Below,,,,,App Read,App Read,App Read,MJ GRADE 7 MATH ADV,A,,,,,,,MJ LANG ARTS 2,C,,,,,,,MJ COMPRE SCI 2,D,,,,,No,Yes,No,No,No,No
Alvarez,Alba,10000108,07/18/2114,ID,0661,ALFRED I DUPONT MIDDLE SCHOOL,07,White,F,No,,48,5,2,1,0,Below,Below,Below,,,,Below,App Read,App Read,MJ GRADE 7 MATH,B,,,,,,,MJ INTENS READ (MC),D,MJ LANG ARTS 2,C,,,,,MJ COMPRE SCI 2,C,,,,,No,No,No,No,Yes,No
Alvarez,Corona,10000109,03/17/2111,ID,0861,TERRY PARKER HIGH SCHOOL,11,Hispanic,F,No,3.77,48,0,0,0,0,,,,,,,Meets,Meets,Meets,IB PRE-CALCULUS,B,,,,,,,IB ENGLISH LIT 3,A,,,,,,,IB PHYSICS 1,A,,,,,No,No,No,No,No,Yes
Alvarez,Jason,10000110,08/24/2116,ID,2531,TWIN LAKES ACADEMY MIDDLE,06,Hispanic,M,No,,48,2,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,A,,,,,,,MJ LANG ARTS 1 ADV,F,,,,,,,MJ COMPRE SCI 1,A,,,,,Yes,No,No,No,No,No
Alvarez,Jason,10000111,11/31/2113,ID,2131,ARLINGTON MIDDLE SCHOOL,08,Black,M,No,,48,1,0,0,0,,,,,,,App Read,App Read,App Read,ALG 1 HON,A,,,,,,,MJ LANG ARTS 3 ADV,A,,,,,,,MJ COMPRE SCI 3 ADV,A,,,,,No,Yes,No,No,No,Yes
Alvin,Darius,10000112,07/03/2114,ID,2441,HIGHLANDS MIDDLE SCHOOL,07,Black,M,No,,48,1,1,0,0,Below,Below,Early,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,B,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 2,C,,,,,MJ COMPRE SCI 2,C,,,,,Yes,Yes,No,No,Yes,No
Alvin,Marcus,10000113,12/28/2115,ID,2441,HIGHLANDS MIDDLE SCHOOL,06,Black,M,No,,48,1,0,0,0,Below,Below,Early,,,,,App Read,App Read,MJ GRADE 6 MATH,C,,,,,,,MJ LANG ARTS 1,C,,,,,,,MJ COMPRE SCI 1,B,,,,,Yes,No,No,No,No,No
Alzate,Jonah,10000114,07/31/2114,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,08,Hispanic,M,No,,48,1,2,1,0,,,,,,,Exceeds,Exceeds,Exceeds,ALG 1 HON,A,,,,,,,MJ LANG ARTS 3 ADV,A,,,,,,,BIO 1 HON,B,,,,,No,Yes,No,No,No,No
Al-zerjawi,Moben,10000115,08/25/2113,ID,2111,SOUTHSIDE MIDDLE SCHOOL,07,White,M,No,,48,6,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 7 MATH,A,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 2,A,,,,,MJ COMPRE SCI 2,B,,,,,No,No,No,No,Yes,No
Ambrister,Tameia,10000116,02/13/2116,ID,0691,LAKE SHORE MIDDLE SCHOOL,06,Black,F,No,,48,0,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH ADV,C,,,,,,,MJ LANG ARTS 1 ADV,C,,,,,,,MJ COMPRE SCI 1 ADV,B,,,,,No,Yes,No,No,No,No
Ambrosiani,Justin,10000117,11/03/2115,ID,2131,ARLINGTON MIDDLE SCHOOL,06,Hispanic,M,No,,48,3,2,1,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 6 MATH,C,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,C,,,,,MJ COMPRE SCI 1,A,,,,,No,Yes,No,No,No,No
Amos,Camya,10000118,08/16/2111,ID,2621,ANDREW A ROBINSON ELEMENTARY SCHOOL,KG,AmInd,F,Yes,,48,3,0,0,0,Below,Early,Mid,Below,Mid,Mid,,,,MATH GRADE K,E,,,,,,,LANG ARTS GRADE K,S,,,,,,,,,,,,,No,Yes,No,No,No,No
Anaya,Aidan,10000119,12/22/2111,ID,2801,FRANK H PETERSON ACADEMIES,10,Hispanic,M,No,3.69,48,6,0,0,0,,,,,,,Exceeds,Exceeds,Exceeds,PRE-CALCULUS HON,C,,,,,,,ENG HON 2,A,,,,,,,AP BIO,B,CHEM 1 HON,C,,,No,No,No,No,No,Yes
Anderson,Abriel,10000120,01/18/2114,ID,0291,THE BRIDGE,08,Black,F,No,,48,1,1,1,0,Below,,Below,,,,Below,Below,Below,MJ GRADE 8 PRE-ALG,D,,,,,,,MJ INTENS READ (MC),D,MJ LANG ARTS 3,C,,,,,MJ COMPRE SCI 3,B,,,,,No,No,No,Yes,No,No
Anderson,Anastasia,10000121,02/14/2114,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,08,Black,F,No,,48,1,0,0,0,,,,,,,App Text,Meets,Meets,ALG 1 HON,A,,,,,,,MJ LANG ARTS 3,A,,,,,,,MJ COMPRE SCI 3,A,,,,,Yes,Yes,No,No,No,No
Anderson,Antoria,10000122,07/08/2112,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,KG,Black,F,No,,48,2,0,0,0,Below,Below,Mid,Below,Early,Mid,,,,MATH GRADE K,S,,,,,,,LANG ARTS GRADE K,E,,,,,,,,,,,,,No,Yes,No,No,No,No
Anderson,Artavian,10000123,11/31/2111,ID,1161,SADIE T TILLIS ELEMENTARY  SCHOOL,KG,Black,M,No,,48,6,0,0,0,Below,Mid,Mid,Below,Below,Early,,,,MATH GRADE K,E,,,,,,,LANG ARTS GRADE K,S,,,,,,,,,,,,,No,Yes,No,No,No,No
Anderson,Christopher,10000124,11/24/2111,ID,2621,ANDREW A ROBINSON ELEMENTARY SCHOOL,KG,Black,M,No,,48,4,0,0,0,Below,Below,Mid,Below,Early,Mid,,,,MATH GRADE K,E,,,,,,,LANG ARTS GRADE K,E,,,,,,,,,,,,,No,Yes,No,No,No,No
Anderson,E'lasia,10000125,12/05/2117,ID,1061,LONG BRANCH ELEMENTARY SCHOOL,04,Black,F,No,,48,17,0,0,0,Below,Below,Early,Below,Below,Below,Below,Below,Below,MATH GRADE 4,C,,,,,,,LANG ARTS GRADE 4,C,,,,,,,SCIENCE GRADE 4,C,,,,,No,Yes,No,No,No,No
Anderson,Jaela,10000126,07/18/2117,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,04,Black,F,No,,48,3,0,0,0,Below,Below,Below,Below,Below,Below,Below,App Read,App Read,MATH GRADE 4,B,,,,,,,LANG ARTS GRADE 4,C,,,,,,,SCIENCE GRADE 4,B,,,,,No,Yes,No,No,No,No
Anderson,Kahlil,10000127,01/17/2115,ID,2072,J E B STUART MIDDLE SCHOOL,07,Black,M,No,,48,1,0,0,0,Below,Below,Below,,,,Meets,Meets,Meets,MJ GRADE 7 MATH,B,,,,,,,MJ LANG ARTS 2,C,,,,,,,MJ COMPRE SCI 2,F,,,,,Yes,Yes,No,No,Yes,No
Anderson,Mackenzie,10000128,03/27/2114,ID,1551,NORTHWESTERN MIDDLE SCHOOL,08,Black,F,No,,48,5,3,1,0,,,,,,,App Read,App Text,App Read,ALG 1 HON,C,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 3 ADV,A,,,,,MJ COMPRE SCI 3 ADV,A,,,,,No,Yes,No,No,No,No
Anderson,Michael,10000129,07/21/2114,ID,0291,THE BRIDGE,07,Black,M,No,,48,2,2,0,1,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 7 MATH,C,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 2,C,,,,,MJ COMPRE SCI 2,C,,,,,No,No,No,Yes,No,No
Anderson,Mya,10000130,02/11/2116,ID,0291,THE BRIDGE,05,Black,F,No,,48,8,0,0,0,Below,Below,Below,Below,Below,Below,App Read,App Read,App Read,MATH GRADE 5,C,,,,,,,LANG ARTS GRADE 5,C,,,,,,,SCIENCE GRADE 5,B,,,,,No,No,No,Yes,No,No
Anderson,Tommy,10000131,12/05/2114,ID,0291,THE BRIDGE,06,Black,M,No,,48,13,1,0,0,Below,Below,,Below,Below,,Below,Below,Below,MJ GRADE 6 MATH,C,,,,,,,MJ LANG ARTS 1,C,,,,,,,MJ COMPRE SCI 1,C,,,,,No,No,No,Yes,No,No
Anderson,Waverley,10000132,6/31/2111,ID,0961,JEAN RIBAULT HIGH SCHOOL,11,Black,F,No,2.30,48,9,0,0,0,,,,,,,Below,Below,Below,ADV TOPICS IN MATH,D,FINANCIAL ALGEBRA,C,,,,,ENG 3,B,,,,,,,ANAT PHYSIO,B,,,,,No,No,No,No,No,Yes
Anderson,Ziare,10000133,11/16/2111,ID,0291,THE BRIDGE,08,Black,M,No,,48,7,0,0,0,Below,Below,Below,,,,App Read,Meets,Meets,ALG 1-A,A,,,,,,,ENG 1,B,,,,,,,PHY SCI,C,,,,,No,No,No,Yes,No,No
Andino,Aaliyah,10000134,06/16/2115,ID,2111,SOUTHSIDE MIDDLE SCHOOL,07,Hispanic,F,No,,48,6,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH ADV,C,,,,,,,MJ JOURN 1,A,MJ LANG ARTS 2 ADV,A,,,,,MJ COMPRE SCI 2 ADV,B,,,,,No,No,No,No,Yes,No
Andre,Damien,10000135,04/18/2115,ID,2131,ARLINGTON MIDDLE SCHOOL,07,White,M,No,,48,2,0,0,0,Below,Early,Early,,,,App Read,App Text,Meets,MJ GRADE 7 MATH ADV,B,,,,,,,MJ LANG ARTS 2 ADV,A,,,,,,,MJ COMPRE SCI 2 ADV,A,,,,,No,Yes,No,No,Yes,No
Andrews,Aaron,10000136,11/31/2114,ID,0291,THE BRIDGE,06,Black,M,No,,48,5,1,0,0,Below,Below,Below,Below,Below,Below,Below,Below,Below,MJ GRADE 6 MATH,B,,,,,,,MJ LANG ARTS 1,C,,,,,,,MJ COMPRE SCI 1,C,,,,,No,No,No,Yes,No,No
Andrews,Caleb,10000137,05/08/2114,ID,2441,HIGHLANDS MIDDLE SCHOOL,08,Black,M,No,,48,5,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,D,,,,,,,MJ LANG ARTS 3,D,,,,,,,MJ COMPRE SCI 3,D,,,,,Yes,Yes,No,No,No,No
Andrews,Deric,10000138,07/21/2113,ID,0291,THE BRIDGE,08,Black,M,No,,48,3,0,0,0,Below,,,,,,App Read,App Read,,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 3,B,,,,,MJ COMPRE SCI 3,A,,,,,No,No,No,Yes,No,No
Andrews,Eric,10000139,11/28/2115,ID,2441,HIGHLANDS MIDDLE SCHOOL,06,Black,M,No,,48,9,3,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,B,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,C,,,,,MJ COMPRE SCI 1,D,,,,,Yes,No,No,No,No,No
Andrews,Jaden,10000140,11/27/2113,ID,2741,WESTVIEW K-8,08,Black,M,No,,48,2,0,0,0,Below,Below,Below,,,,Meets,Meets,Meets,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ JOURN 1,A,MJ LANG ARTS 3 ADV,C,,,,,MJ COMPRE SCI 3 ADV,F,,,,,No,Yes,No,No,No,No
Andrews,Lawrence,10000141,11/23/2116,ID,0821,LOVE GROVE ELEMENTARY SCHOOL,05,Black,M,No,,48,5,4,2,0,Below,Early,Early,Below,Below,Below,App Read,App Read,App Read,MATH GRADE 5,D,,,,,,,LANG ARTS GRADE 5,D,,,,,,,SCIENCE GRADE 5,A,,,,,No,No,Yes,No,No,No
Andrews,Quentaze,10000142,01/13/2116,ID,2131,ARLINGTON MIDDLE SCHOOL,06,Black,M,No,,48,2,1,0,0,Below,Below,Early,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,B,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,B,,,,,Yes,Yes,No,No,No,No
Andrews,Ronald,10000143,02/16/2116,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,06,Black,M,No,,48,0,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 6 MATH,D,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,D,,,,,Yes,Yes,No,No,No,No
Andries,Justin,10000144,01/21/2115,ID,2131,ARLINGTON MIDDLE SCHOOL,07,Multi,M,No,,48,15,2,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,D,,,,,,,MJ INTENS READ (MC),F,MJ LANG ARTS 2,F,,,,,MJ COMPRE SCI 2,B,,,,,No,No,No,No,Yes,No
Anglin,Armeshia,10000145,04/15/2111,ID,0291,THE BRIDGE,12,Black,F,Yes,3.00,48,15,0,0,0,,,,,,,App Read,App Read,App Read,MATH COLL READINESS,A,,,,,,,ENG 3,A,ENG 4 FL COLL PREP,A,INTENS READ,A,,,,,,,,,No,No,No,Yes,No,No
Ansley,Kiara,10000146,11/04/2118,ID,0891,WOODLAND ACRES ELEMENTARY SCHL,02,Black,F,No,,48,3,0,0,0,Below,Early,Early,Below,Early,Late,,,,MATH GRADE 2,A,,,,,,,LANG ARTS GRADE 2,A,,,,,,,SCIENCE GRADE 2,S,,,,,No,Yes,No,No,No,No
Anthony,Lea,10000147,01/13/2115,ID,2131,ARLINGTON MIDDLE SCHOOL,07,White,F,No,,48,7,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 7 MATH,B,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 2,C,,,,,MJ COMPRE SCI 2,A,,,,,Yes,No,No,No,No,No
Anthony,Za'naiyah,10000148,02/07/2118,ID,0701,NORTH SHORE ELEMENTARY,04,Black,F,No,,48,0,0,0,0,Below,Early,Early,Below,Below,Below,App Read,App Read,App Read,MATH GRADE 4,A,,,,,,,LANG ARTS GRADE 4,B,,,,,,,SCIENCE GRADE 4,D,,,,,No,Yes,No,No,No,No
Anthony-Washington,Jadasya,10000149,12/11/2113,ID,2131,ARLINGTON MIDDLE SCHOOL,08,Black,F,No,,48,1,0,0,0,Below,,Below,,,,App Read,App Read,,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ LANG ARTS 3,B,,,,,,,MJ COMPRE SCI 3,B,,,,,No,Yes,No,No,No,No
Antonio-Castro,Oscar,10000150,11/15/2114,ID,0291,THE BRIDGE,07,Hispanic,M,No,,48,0,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 7 MATH,D,,,,,,,MJ CREATIVE WRIT 1,D,MJ INTENS READ (MC),F,MJ LANG ARTS 2,F,,,MJ COMPRE SCI 2,C,,,,,No,No,No,Yes,No,No
Aponte-Serrano,Nayhomi,10000151,11/01/2114,ID,0691,LAKE SHORE MIDDLE SCHOOL,08,Hispanic,F,No,,48,1,0,0,0,Below,,Below,,,,Below,Below,Below,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 3,C,,,,,MJ COMPRE SCI 3,C,,,,,No,Yes,No,No,No,No
April,Amari,10000152,01/06/2111,ID,0891,WOODLAND ACRES ELEMENTARY SCHL,01,Hispanic,M,No,,48,5,0,0,0,Below,Mid,Late,Mid,Late,Late,,,,MATH GRADE 1,E,,,,,,,LANG ARTS GRADE 1,E,,,,,,,,,,,,,No,Yes,No,No,No,No
April,Jason,10000153,06/08/2112,ID,0891,WOODLAND ACRES ELEMENTARY SCHL,KG,Black,M,No,,48,4,0,0,0,Below,Early,Early,Below,Early,Early,,,,MATH GRADE K,E,,,,,,,LANG ARTS GRADE K,E,,,,,,,,,,,,,No,Yes,No,No,No,No
Ara,Aleksander,10000154,06/06/2115,ID,0661,ALFRED I DUPONT MIDDLE SCHOOL,07,White,M,No,,48,2,0,0,0,,,,,,,App Read,App Text,Meets,ALG 1 HON,B,,,,,,,MJ LANG ARTS 2 ADV,A,,,,,,,MJ COMPRE SCI 2 ADV,B,,,,,No,No,No,No,Yes,No
Archer,Christopher,10000155,12/25/2115,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,06,Black,M,No,,48,1,0,0,0,Early,Below,Early,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,D,,,,,,,MJ LANG ARTS 1 ADV,F,,,,,,,MJ COMPRE SCI 1,D,,,,,Yes,No,No,No,No,No
Archer,Noah,10000156,11/26/2114,ID,2541,MAYPORT MIDDLE SCHOOL,07,White,M,No,,48,1,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ LANG ARTS 2 ADV,A,,,,,,,MJ COMPRE SCI 2 ADV,C,,,,,No,Yes,No,No,No,No
